title	text	tag	date
Act on potholes or lose mandate, HC tells BBMP	BBMP will be declared a failure, and its responsibility will be handed over to another agency if it fails to act on making the city pothole-free. A division bench headed by Chief Justice Dinesh Maheshwari, while hearing a petition on potholes, asked the BBMP to clear all the zones of potholes starting with Mahadevapura. The area is the worst pothole-affected zone, according to the BBMP. The court further stated that it wants Mahadevapura to be free of potholes by December 17, failing which it will pass orders. The court said that six months had passed, but the BBMP still has not made any substantial improvement. “If the BBMP really wanted, it could have transformed Bengaluru,” the court said. The court further added that if the civic body does not make any improvement to the city by Christmas, then it will have to face the consequences. The court also observed that the BBMP has created a nightmare for Bengalureans. The BBMP has created a problem for itself, and the city, the court said. According to the court, BBMP engineers feel that they are not answerable and are wasting the court’s time; this will come at a heavy cost for the BBMP.On being asked whether the pothole sites are being inspected and the measurement books are evaluated and signed, the Mahadevpura zone chief engineer told the court that he has seen the measurement books, but, has not evaluated or signed them. He would only certify the pothole-filling work on the basis of the assurances given by the BBMP engineers at the respective sites.The court expressed surprise when the chief engineer said that they have not been able to attend to the potholes as they are busy repairing leakages on a daily basis.The court then asked the Mahadevpura zone chief engineer to visit the pothole-filling sites, inspect them, evaluate the measurement books alongside the work done, and certify them. Thereafter, he should produce the certified measurement books before the court for the next scheduled hearing.The court adjourned the hearing of the case until December 17.	BBMP,potholes,	 Dec 12 2018
BBMP fails to asphalt dug up road in Doddakallasandra	access road dug up and left without blacktop, owing to shoddy civic work by Bruhat Bengaluru Mahanagara Palike (BBMP). The area, among the ones newly added to the BBMP administration, had bare minimum of facilities until the Bangalore Water Supply and Sewerage Board (BWSSB) dug up the road in October 2017 to lay their water pipeline.Only a month before the civic work, the BBMP had asphalted the road in September 2017. After that, the Palike quite inexplicably took up the Under Ground Drainage pipe laying work, which it is not mandated to do.Praveen, one of the residents, is still clueless as to why BBMP took up the work. “First, (laying UGD) is not BBMP’s responsibility. Still, they carried out the work when it was raining heavily this September (2018) and didn’t bother to asphalt the road. Even levelling of the road was done much later,” he said. He said residents in the area, especially the senior citizens and children, found it harder to breathe due to the dust kicked up by the vehicles on the road.“When I tried contacting the local corporator, she said nothing could be done for the next two-and-a-half years since the road was asphalted in 2017. This’s the typical lack of coordination we see among the civic agencies,” Praveen said.Ward corporator Shobha Gowda assured DH that she would get the road blacktopped at the earliest. “We got the UGD done here through MP. We’ll asphalt the road shortly,” she said.The corporator, however, was not aware that the UGD lines to discharge waste water were actually diverted to another storm water drain. She refused to comment on the issue.. He said the civic body is waiting for the BWSSB to begin the UGD work and asphalt the road after it is over.But a BWSSB engineer said it would be a further two or three months before his agency could take up the UGD work in the area.	road work,BBMP,BWSSB,	 Dec 12 2018
Bids invited for improving footpaths near metros	Rs 81.2-crore makeover. The Bruhat Bengaluru Mahanagara Palike (BBMP) invited tenders to this effect on Tuesday. BBMP Commissioner N Manjunatha Prasad said in a tweet: “As part of BBMP’s efforts to improve last mile connectivity, we have floated tenders for development of footpaths and providing non-motorised transit in a number of places connecting metro stations. We intend to complete these works within 6 months after finalisation of tenders (sic).” The project, floated last year, aims to ensure people do not have to walk on traffic-filled roads while reaching metro stations. Curiously, the project includes developing footpaths near MG Road and Trinity Circle stations, where pavements are already in a good condition.	Namma Metro,Footpath,	 Dec 12 2018
Old Airport road footpaths need attention	the HAL Old Airport road was brought to light by DH, Bruhat Bengaluru Mahanagara Palike (BBMP) has begun the preliminary work to remove the cables that were blocking the pedestrians’ space.The cable wires jutting out on the sidewalks were cleared, but the rest of the work hangs in the air. The footpaths still have gaping holes in places where slabs are missing. Vendors too, have encroached upon sidewalks in some areas.Several rolls of cables that blocked the footpaths near Manipal Hospital have now been removed. “I can still see some cables in some stretches of the footpath. The BBMP has not completed the work,” said Nirmala Subramanian, one of the senior citizens residing near Manipal hospital.Some residents expressed their despair over the condition of the sidewalks in the area, as they have been unattended for many years now. “I do not know how many days the BBMP needs to carry out the repair work. Nobody cares about the problems faced by the pedestrians,” said Akshay, a resident. Shivanna, a regular visitor to the Manipal Hospital, said he was glad that the work has begun to restore the footpath. BBMP officials, however, cited lack of funds and said the work on footpaths may not take off. “We had removed the encroachments some months ago in the entire Mahadevapura zone. But, some might have reappeared now. We will take action against repeat offenders. We need funds for the repair work,” a BBMP official told DH.	footpath damage,Bengaluru,	 Dec 11 2018
Tracking mandatory for buses, trucks from Jan 1	a vehicle location tracking system in buses and trucks. The move is aimed at making transport services safer for women and children, besides cracking down on tax evaders and misuse of permits.Rolling out the new system, the transport department has stated that the new feature will be a must in all such vehicles which will be registered from January 1.Confirming that the new feature will be rolled out from the beginning of the new year, Transport Commissioner V P Ikkeri told DH that the new system will serve many purposes.“The new system will serve various purposes, including the safety of passengers, monitoring vehicles whether it is operating within the permitted area, women safety and tracking of delivery of goods as mentioned on the Bill,” he explained.Further, Ikkeri clarified, “To begin with, the vehicle location tracking system will be installed in buses and trucks. Subsequently, the government will decide whether to implement the same in all vehicles.”According to the transport department, the owners of the vehicles themselves have to install the GPS-enabled tracking system. The details of the vehicle will be registered at a data centre controlled by a government-appointed agency.“Wherever the vehicle goes, the route will be registered at the data centre. Only the transport and police personnel, if needed, can access the details of the vehicles,” a senior official explained.All these years, the individual transport companies and privately owned transport companies had installed GPS enabled tracking devices and they were tracked by their own facilities. But with the latest system, the government will directly track the movement of vehicles. The move will also help in identifying tax evading vehicles.Number platesClose on the heels of mandating the tracking system in vehicles, the Centre has ordered the use of high-security number plates in all vehicles that will be registered from April 1, 2019.The Ministry of Road Transport and Highways (MoRTH) has issued a circular to all the states. As per the latest order, vehicles manufacturers are required to install the high-security number plates and the vehicle cost will be inclusive of the number plate. “As stated by the Centre, we will only register vehicles that come with these number plates. The state has no role in this,” Ikkeri added.	Transport in Karnataka,	 Dec 11 2018
Jam alert: Over 40 roads set to be white-topped	94.5 km roads in the city, the Bruhat Bengaluru Mahanagara Palike (BBMP) has begun floating tenders for converting 41 more roads of 63.24 km in length into concrete stretches.With this, commuters who are already hit by ongoing work under Phase 1, have to brace themselves for more traffic jams across the city.The civic body has, in fact, floated tender for next phase before completing Phase 1.Read also: BBMP’s concrete roads a criminal waste of moneyThe work under the second phase has been divided into eight packages. According to the document accessed by DH, most of the stretches chosen are in the congested central business district (CBD) areas. The work is expected to unleash more chaos on roads.The important stretches that will be converted into concrete roads are Gandhi Bazar road, BTS Road in Wilson Garden, New BEL Road to Sanjay Nagar Main Road, Southend Road from Madhavan Park to Nettakallappa Circle, Seshadripuram Main Road, Yeshwanthpur junction to 18th Cross junction at Malleshwaram, 100 feet and 80 feet roads in Indiranagar, among others.“The second phase is divided into eight packages where 41 roads of 63.24 km will be white-topped under grants by the state government,” said a BBMP official.Read also: Flawed design an invitation to floodingOn Sunday, DH had exposed how white-topping is ruining perfectly good asphalted roads.“Since there is a delay in the work of Phase 1, we have decided not to give more than 15 roads to one contractor under the next phase. This will ensure one contractor doesn’t bag all the packages,” the official said.Speaking to DH, N Manjunath Prasad, BBMP Commissioner said, “Phase 2 of white-topping is finalised. Six packages have been already approved and the tender will be floated. Another two packages are yet to be approved. The BBMP plan is to take up white-topping in 1,400 km of city roads in the coming days.”Read also: Poor planning, worse execution: IISc expert“We are trying to minimise people’s problems; the white-topping of roads will last for 25-30 years. We have to take up this project for better, pothole-free roads,” he said.	BBMP,White topping,	 Dec 10 2018
Poor planning, worse execution: IISc expert	‘white-topping’ project is ill-conceived. Dr Ashish Verma, associate professor, transportation and systems engineering, Indian Institute of Science, Bengaluru questions the very rationale for selection of roads for the Rs 986.64-crore project.“What were the problems on these roads that made the government take up this project?” he said.Slabs on the roadTechnically, it is crucial to understand why the existing bituminous roads had to make way for concrete roads.The way the project is being executed is a cause of concern. Simply putting a concrete slab over the existing road, without removing the existing road, is what is happening now. This method will substantially raise the height of the road.Also read: BBMP’s concrete roads a criminal waste of moneyThe height will rise by the thickness of the concrete slab and that changes the geometrics and cross-sectional design of the road itself. It also disturbs the drains on the side, leaving their level way below the road surface.No utility ductsAnother problem that must be looked into is the underground utilities crossing the road, especially if you are putting a concrete slab on the road.If the utility providers have to carry out maintenance, they will start digging and breaking the concrete. I don’t think provision has been made for underground utility ducts. These are glaring implementation and construction-level defects.None of the existing roads ever had a maintenance problem in the first place. It is not that bituminous roads cannot be maintained. It is because of our own practical loopholes that were weren’t able to do it.Safety at stakeIf you take a close look at the concrete stretch between Mekhri Circle and Sadashivanagar police station, where only half the road is built, you will clearly see the difference in levels. They have put a bituminous black top on the concrete road. This has lent a negative slant that is extremely dangerous for two-wheeler riders. Even light rains render the roads slippery. This means the safety of motorists is ignored. There is no warning signage on these stretches and traffic management is at its worst. There is no provision for pedestrians or cyclists either.	White topping,	 Dec 09 2018
Flawed design an invitation to flooding	have their merits, the BBMP and the contractor are not going about the project professionally.“They are just laying the concrete roads directly above the existing roads, without any inspections on the existing sub-base. I have not seen this happen anywhere else,” he told DH, after accompanying reporters on a tour to some sites. Rajai, who specialised in energy-efficient architecture at Oxford Brookes University, UK, has worked on several big projects in Bengaluru, such as German Consulate in Bengaluru and HLC International in Chennai. US has given up on them I know concrete roads are popular in the US but only on highways, or expressways, as they call them. They don’t do it in urban centres anymore. Such roads were built in the ‘70s and ‘80s but they stopped because of safety concerns. When you have straight roads, it is all right, but when you have bends and turns, it gets extremely slippery when it rains. The concrete surface smoothens with usage. It gets smoother and smoother and this is extremely dangerous for motorists.Digging is expensiveThe maintenance is extremely expensive if you have to dig the concrete and resurface it to repair the utilities.Risk of concrete crackingThe base should be of a certain build up. It should be well-compacted and have layers of grading below. If that’s not done then it will start cracking.If the existing asphalt roads sink, the concrete roads will not sink but crack. I believe the wear and tear for vehicles is higher on concrete roads. Another problem is the glare. The concrete roads abroad are coloured but here the concrete is white, which means the glare is too harsh. This makes riding difficult.Levels are mismatched The concrete road is higher than the footpath. Had they dug up the existing road before laying the concrete road, the difference would not be there. The concrete is now at least six inches above the road. The existing properties especially houses planned with the old asphalt roads in mind, will have to raise their level as well, or live with rainwater flooding in.Drains sure to clog upAnother problem is that the depth of the drain along the footpath reduces by half or more, especially at the entrances to private properties, so the water is blocked and will spill into the houses.	White topping,Bengaluru,	 Dec 09 2018
White-topping of roads leaves residents in distress	"Koramangala 4th block has left the residents of the flood-prone area worried.The main concern is the height of the road, which will be more than the footpath.A resident, who did not wish to be named, said, “The BBMP is raising the height of the road by 4 inches...water does not seep through concrete roads and might eventually lead to flooding.”The resident also said that the road will be at a higher level than the footpath. “This might prevent the water from flowing through the tertiary drain, through which rainwater usually flows,” the resident added. Another resident said this could lead to two problems: water will stagnate on the footpath, causing trouble for pedestrians, and also blockage the shoulder drain.The resident also said that the BBMP has undertaken the work without removing the asphalt that was used to tar the road. ""This is a serious concern and how will the road last, if this is the case?"" he asked.Koramangala 4th block is one of the most flood-prone areas in the city. The area suffers from reverse flow of water from the stormwater drain and even from the water accumulated on roads with nowhere to flow. The residents have faced this issue even during the shortest spell of rain.Corporator Chandrappa Reddy, however, said that white topping will not lead to flooding or waterlogging in the locality."	White topping,BBMP,	 Dec 09 2018
BBMP’s concrete roads a criminal waste of money	parlance---has turned into a never-ending nightmare for citizens.The 11-month deadline to complete two packages, at a cost of Rs 986.64-crore, lapsed in July, and only about 15 per cent of the work is done.No end is in sight either, with the BBMP blaming the police for the delay, and the police saying the BBMP is blind to the city’s traffic problems. Deputy Chief Minister Dr G Parameshwara, meanwhile, says the government is negotiating rates with the contractor, and more roads will get the concrete treatment.Vijayalakshmi, 90, is just one of the many victims of the government’s callousness towards citizen interests. The concrete road in front of her house is almost a foot higher than the existing road and makes it impossible for her even to step out for a stroll.Last year, the BBMP decided to lay concrete roads on 29 stretches. The justification was that existing roads developed potholes easily, and concrete would fix the problem. Experts say the merits are exaggerated; and concrete roads---at Rs 10.44 crore a km in the present contract---are at least five times as expensive as asphalt roads.Last year, with K J George of the Congress holding the Bengaluru development portfolio, the BBMP called for tenders and assigned the job to Madhucon Projects, a Hyderabad company.The project is complicated as road projects go, with sites staggered across the city, but Kamma Srinivasa Rao of Madhucon asked no questions during the pre-bid meeting. He got the contract for two of three packages, the third going to NCC, also from Hyderabad.Read also: Poor planning, worse execution: IISc expertWork began, as specified in the contract, in August 2017. The project was to be completed by July this year. But what you see today, a good four months after the deadline lapsed, is ugly, dug-up stretches everywhere. The project is far from complete, and no one has a clue when it will be done either.“Only eight roads are done,” admits KT Nagaraj, chief engineer, projects (central), BBMP. “The project was delayed because we could not find alternative roads to divert traffic, and also because of the election code of conduct.”Both are dubious reasons: everyone knew Assembly elections were coming up, and the problem of alternative roads did not crop up suddenly out of nowhere. In other words, the BBMP went ahead with the project with the full knowledge that it would be delayed way beyond July 2018.Public projects such as this one are usually given out with a penalty clause: the contractor pays if work is not done in time. But this contractor will get away, because, as Nagaraj says, “the deadline was missed due to departmental reasons.”Citizens, meanwhile, are outraged at what has become of perfectly good roads.The traffic jams have worsened, walking on the footpaths has become impossible, and motorists, especially two-wheeler riders, risk life and limb when they go anywhere near these sites. People living along the ‘white-top’ roads face daily inconvenience in a number of ways.The BBMP claims it is saving citizens money by going in for concrete roads. “White-topping roads last 20 to 30 years and do not require any major maintenance. India spends nearly 70 per cent of its road sector budget only on maintenance of bituminous roads, which is a waste of taxpayers’ money,” says Nagaraj.He says the project was taken up on the basis of a study by the Central Road Research Institute, Delhi. “We also studied similar projects in Pune, Chennai, Hyderabad and Mumbai,” he says.Not everyone is convinced. The design is clearly flawed, says Saveri Rajai, well-known architect.“The roads are a thick slab, about 20 cm higher than existing roads and footpaths, and block the shoulder drains. This is an invitation to water-logging and sewage blocks,” Saveri says.A team of DH reporters visited Basavangudi and found ample evidence of the problems Saveri warns about.‘White-topping’ isn’t helping a city grappling with monstrous traffic. Mysuru Road, already a busy and often choked stretch, is now beset with longer delays.At the Satellite Bus Stand, the hub for all KSRTC buses plying towards Mysuru, people now spend longer hours idling in acrid smoke.Ninety-year-old Vijayalakshmi has been a resident of Basavanagudi for as long as she can remember.Also read: Flawed design an invitation to floodingShe is now confined to her house because the concrete road that the contractor has built in front of her house is too high for her.The otherwise normal road, along Krishna Rao Park, took on an abnormal height after white-topping began. Like at other places, no one has a clue when the work will be completed.Dr Vikram Kashyap, retired neurosurgeon and her son, explains the ordeal: “If I have to take her out, I put a few stones near the road to make a sort of rough incline and then take out the car. There are so many roads with potholes in Bengaluru but Madhav Rao Circle was one of the good stretches.”Problems have multiplied: citizens can’t take their vehicles out because of the mess the BBMP has created in one of Bengaluru’s best-planned, pre-Independence neighbourhoods.Residents, motorists, traders and hawkers---practically everyone who uses the stretch that connects Basavanagudi to the rest of the city---tell you the concrete roads project has destroyed stretches that were in top condition.“Now it is a financial and civic nightmare,” Dr Kashyap says. “The monumental incompetence of the people behind this exercise is to be seen to be believed.”Another development that infuriates people is that the height of the concrete road causes flooding.“Every time it rains, all the rubbish from the road flows into our house. During dry weather, the wind blows rubbish into these places which have turned into veritable ditches,” Dr Kashyap says.With construction debris everywhere, walking on the road is not safe anymore. Dr Kashyap is afraid the hazards could kill.“Could these people not have thought of these things? I feel there are more tragedies waiting to happen,” he observes.Shops and establishments in the area say their business has come down by half. Kaushik Gopal and Chikke Gowda, employees SRS petrol bunk, vouch for it.“Earlier, we used to have many customers come in on their way to work. Now, this road has been rendered one-way and so they skip coming here altogether,” says Kaushik Gopal, manager of the large fuel station.Water from the concrete road flows in even there. “Traffic jams were unheard of on this road and now they are a permanent feature,” says Chikke Gowda. Dr Kashyap is livid at how citizens’ interests are sacrificed by vested interests. “This is not just an abdication of responsibility but conspiracy and collusion between politicians, bureaucrats and almost every single institution. I have seen an elderly citizen who was trying to park on the side of the road. His car got stuck in the gap between the road and the footpath and he had a very tough time getting it out,” he says.Giving staggered permission: Traffic police chief The traffic police had rejected permission for the BBMP to lay concrete roads, but after Additional Commissioner of Police (traffic) P Harishekaran took charge, he has given the green signal for work on five roads.“I have given permission for work on 300 metres every day,” he told DH. The BBMP never finishes work within the stipulated time, and ends up compounding traffic woes, police complain.In August 2018, the Karnataka chief secretary intervened and got the BBMP and the police to the negotiating table. The main reason for the police to reject permission is the lack of alternative roads. A police officer said, “The BBMP must show alternative routes, but they fail to show any.”The BBMP says important stretches have no alternative roads, but the question remains: ‘Why didn’t it think of this problem before giving out the contracts?’KT Nagaraj, chief engineer, projects (central), BBMP, says, “Diverting traffic in a city like Bengaluru is not possible. There are no alternative roads, for instance, to Mysuru Road.”The traffic police had also written to the BBMP to even out the edges of concrete roads; they are a safety hazard, especially for two-wheeler riders.“We are filling the edges and placing concrete blocks to prevent accidents,” Nagaraj says, but the DH team did not find evidence of any of it at many locations.Snail’s paceThe BBMP has given contracts to Madhucon Projects, a Hyderabad company, to lay concrete roads on 94.5 km in Bengaluru. The deadline lapsed four months ago, but only about 15 per cent of the work is done.	BBMP,InSight,	 Dec 09 2018
Land acquisition delays work on Iblur- Carmelaram 	from Iblur to Carmelaram in East Bengaluru is still in its preliminary stage.The land acquisition process has been the biggest challenge for the government.The six-lane 150 feet wide road with two two-lane slip roads on both the sides along with 3-metre wide footpaths was included in BBMP’s action plan last year.The 8-km road is the main access way to many top IT companies and commercial malls in Mahadevapura. The bad condition of the road was also recently brought to the notice of Chief Minister H D Kumaraswamy by Wipro Chairman Azim Premji at a meeting in Vidhana Soudha, after which the chief minister had asked the BBMP to complete the work by November.As many landowners are not ready to accept the TDR (Transfer of Development Rights) as an alternative to cash, as the project is being executed at a snail’s pace.“A few landowners have relinquished their properties for road widening. But a few corporate companies and builders are demanding cash as compensation. This settlement is taking time. Hence, we cannot assure the exact date of completion of the project,” said Somashekar, chief engineer (road infrastructure).Though some considerable amount of work is visible on the ground, the commuters expressed their dissatisfaction about the slow pace.“The road widening work was announced so many times by the governments before. We are happy that it has started. But they are still just digging the shoulder drain for the last one year. Mahadevapura ward pays the highest taxes to the government but in return, we get very little compared to smaller wards like HSR or Koramangala,” said Rohin Govindarajan, a resident of Sarjapur Road.“The drainage work is going on at those points wherever the land has been granted to us. We can begin the work at other places once we get the land. We regret the inconvenience caused to the commuters as they are stuck in traffic jams due to the ongoing work,” Somashekar added.The work will be completed in two years, said BBMP officials.	Bengaluru,road widening work,	 Dec 08 2018
Farmers, residents rue land acquired for projects	acquired for various development projects in and around Kempegowda International Airport, have not received monetary compensation even after many years in Devanahalli constituency.This is one of the major problems the people in and around Devanahalli face and was voiced out by many at ‘Janaspandana: Citizens for Change’, a Deccan Herald and Prajavani event, held at Dr BR Ambedkar Bhavan in Devanahalli constituency on Friday.“The government has paid a compensation of merely Rs 6 lakh to Rs 20 lakh to the farmers here. If the government further asks the farmers to pay the toll, it is unacceptable. I will raise the issue in the cabinet,” said Devanahalli MLA Nisarga Narayanaswamy.‘No dearth of problems’Addressing the event, he said: “There is no dearth of problems in the constituency here. We have to resolve them keeping the time in mind. Citizens should not sit at home after registering their complaints. They should go behind the officials and get them resolved at the earliest.”Rangaswamy G, a resident of the constituency, said: “I had four acres of land in Anneshwara village in survey number 37/21. The KIADB acquired the land. But I have not received a compensation for 20 years. If they provide at least one acre of land, it will help us to eke our livelihood.”Responding to this, Rajanna, tahsildar, said: “Bring the necessary documents to my office on Monday, and we will ensure that justice is done to you.”Another resident, Chandrashekar Balepur said: “The airport authority acquired my grandfather’s land many years ago. Till now, we have not received the compensation. The government is not even considering our applications to provide the compensation.”The tahsildar responded: “If there is no approval from the land acquisition department, we cannot provide the compensation. If you bring the related documents on Wednesday, we can check.”Another group of residents from Murthy Hakkupete, Devanahalli said: “The place where Akash Hospital has been built was at first allotted to build homes for the poor people. Please provide some places for poor people.”The chairman of Murthy Township said: “A case in the court is going on in this regard. Fifty title deeds have been given. But they have not built any houses. If we receive directions from the court, we will act accordingly.”A farmer complained about the BMTC collecting excessing fare in buses. Venkatesh, the leader of a farmer’s association, said: “Due to the toll collected at Devanahalli, the passengers travelling in BMTC buses are shelling out Rs 6 extra every time. Buses going to Chikkaballapur from Bengaluru do not stop at Devanahalli bus stand, inconveniencing passengers. Sometimes, conductors do not allow students with bus passes to board buses.”To this S K Hiremath, BMTC official for Devanahalli replied: “The increase in toll collection is the Central government’s decision. We will make arrangements for buses to stop at bus stops. I will also discuss the matter with the MLA. We will also deploy buses to Vijayapura.”Highlighting lack of streetlights in Devanahalli, G S Raveendra, a member of the town panchayat, said: “From the toll gate to Devanahalli, please provide streetlights as it will help in preventing accidents on the route. Also, put up barricades and build a service road to ease congestion.MLA Nisarga Narayanaswamy said, “We will take necessary measures in the public interest.”“I do not have much experience in politics as I am the first-time MLA. But I am aware of the problems here. I had taken up the issue of excess fare being collected in BMTC buses and it was resolved in the previous meeting. The officials had agreed not to collect the toll from people. I do not know how has this problem resurfaced,” said Nisarga Narayanaswamy.He said in six months, he has received Rs 70 crore fund from the state government for constituency development works and will undertake the work soon.	Janaspandana,	 Dec 08 2018
Five-storeyed building tilts in Marathahalli	tilted dangerously and was on the verge of collapse. Luckily, the BBMP officials rushed to the spot and tackled the situation on Friday.According to the fire control room the incident took place on Thursday late night at Aswath Nagar, 6th Cross, near Marathahalli.“Fire safety advance rescue van and team hit the spot immediately, and stabilised the building with earth movers support,” said Prasadh Reddy, a resident.“A team of building demolishing experts from the Bruhat Bengaluru Mahanagara Palike carried out the dismantling of the building structure manually and cautiously. The neighbours and the building occupants were evacuated, and no one was harmed in the process,” Reddy added.Speaking to DH, Assistant Executive Engineer Prakash said: “The building owner violated the rules and constructed ground floor plus four floors. The structure was supposed to have just three floors. As it could not withstand the pressure, the building tilted.”“Now, we are demolishing the building to avoid any further damages. No one was harmed as people evacuated the building soon after the tilt was brought to their notice, Prakash said.“The owner of the building is facing the legal actions, and now he is in police custody,” the officer added.	Bengaluru,Building Collapse,	 Dec 08 2018
‘Punish officials who let pollution in lakes’	to Karnataka to identify and punish errant officials who failed to check pollution in Bellanduru, Varthur and Agara lakes.The NGT, which passed an order to restore the major lakes, asked the agencies trusted with the upkeep of the lakes to identify the errant officials and take action. The order also said their lapses should be recorded in their annual confidential reports.The order applies to both present and past officials, the tribunal added, observing that the concerned officials have miserably failed to discharge their obligations to the society.The bench, headed by Justice Adarsh Kumar Goel, said the Additional Chief Secretary of the Urban Development Department must identify the officials responsible for implementing the lake revival plan in the coming days.Failure to implement the task should be recorded in the officials’ career progressive records, the tribunal said.Penalties on the publicThe bench also asked the Central Pollution Control Board (CPCB) to prepare, in a month, guidelines on the scale of penalties on individuals and institutions for non-compliance to control pollution in Bengaluru lakes. The bench also asked the CPCB to prepare guidelines on waste management within one month, Sajan Poovayya, advocate for Namma Bengaluru Foundation, said. Justice Santosh Hegde-headed committee will decide the additional amount required to set up the STPs (Sewage Treatment Plants) to be provided by the state, which is liable to pay interest for delay or non-payment.The tribunal also asked the Karnataka government to follow the May 31, 2018 Panjwani committee recommendations on restoring the lakes.Ram Prasad, the advocate representing JD(S) Rajya Sabha MP Kupendra Reddy said no waste should be disposed in lakes and rajakaluves.	Pollution,National Green Tribunal,Lakes in Bengaluru,	 Dec 07 2018
Underpass being repaired to ease traffic at Belegere	for its pathetic condition, so far. But looks like it is on the betterment path now.One of the abandoned underpasses in Belagere is being repaired for the convenience of commuters.One of the underpasses near the Belegere Lake, which the commuters chose not to use as it is in a bad state, is now being restored.“The underpass will be ready for use by two-wheelers by Tuesday. Most of the apartment dwellers staying close to the lake can use the underpass to hit the outer-ring road,” said Pushpa Manjunath, local corporator.All vehicles moving on the Panathur-Belegere road to hit the outer ring road have to pass through another main underpass, where the commuters get stranded for hours together.But now with the repair of the abandoned underpass, the traffic might ease a bit.“The railway underpass on the Panathur-Belegere road is too narrow that only one heavy vehicle can pass through it at a time. Adding to the problem, a large number of water tankers choke the road. Sometimes, it takes more than three hours to get rid of this 1.5 km stretch. Besides, the road is sludgy and slippery,” said Vijay Thomas, a commuter.The residents want the road to be repaired soon.“We need streetlights. Traffic officials need to set some particular time for water tankers as they block the road during peak hours,” he added.“The executive engineer of Mahadevapura divison (major roads) was supposed to pay some amount to the railway department. Now, that he has paid it, the railway department should handover the underpass expansion project to an agency. If that happens, the Panathur-Belegere road is sorted,” said Pushpa Manjunath.	BBMP,traffic congestion,Underpass,repair work,Panathur-Belegere road,	 Dec 06 2018
Water expo: extracting the last drop from sewage	and extract the last drop of clean water. At least the entrepreneurs at the Water Expo believe that’s the case.The Expo being held at the Bangalore International Exhibition Centre (BIEC) has more than 70 companies in attendance. They have set up stalls showcasing the latest technology for treating sewage water. From natural treatment to standard mechanical processes to an automated system where one can control a Sewage Treatment Plant (STP) sitting on a sofa, an array of exhibits will surely impress water conservationists.A spokesperson for Water Today, which has organised the three-day expo, said water conservation will gain more importance in the coming years as deficiency of rain and depleting ground water will put pressure on policymakers to recycle water.“Twin policies of creating awareness and setting up mandatory STPs will go a long way in reducing water wastage, and checking the pollution of water bodies. We have already realised water can’t be taken for granted. The coming years will see its value go up and rules will be framed accordingly,” he said. Besides home-grown companies, many have come from New Delhi, Chennai and Andhra Pradesh among other places. A Mysuru-based firm exhibited a modular STP that can treat up to 600 litres of sewage per day - offering services on rent.STP automationBengaluru-based K Sridhar and Kannan Pasupathiraj were demonstrating their STP system, built with German technology, that can be monitored online. “The idea is to make an STP as simple and silent as a refrigerator while being adaptable to tanks with a capacity of 1 to 5 kilo litres per day or even more,” said Sridhar.When they realised that people were ready to spend on STPs, but not to hire a person for upkeep, Pasupathiraj decided to add the remote-control mechanism. “Sitting here, I can control the plant we have set up for a company in Chennai,” he said, showing a web page displaying hourly updates on the tank, starting from the state of waste water to its contents as well as the power supply variations.Rohan Rane showcased a model from a Delhi-based firm that employs Phytorid technology devoid of chemicals. He said the simple construction and low-cost tech can be employed to revive lakes as well.Also on display were smart devices that help cut water wastage, and new developments in reverse osmosis technology.	Water Expo,sewage treatment plants,	 Dec 06 2018
BDA, police clear rundown underside of Hebbal flyover	worried of the rampant illegal activities there anymore.The Bangalore Development Authority (BDA) has cleared the clump of shrubs, illegal constructions and the garbage piles below the flyover. They have also cleared the untended thickets in the mini-forest adjacent to the flyover towards the Manyata Tech Park.This was done at the behest of the Bengaluru law and order and traffic police officials. The police were receiving complaints from commuters about the ‘anti-social activities’ in the area.The police have also caught many under suspicious circumstances from under the flyover.“On investigation, the police found that illegal activities were thriving because the area was rundown with shrubbery, and the maintenance was irregular. Since the flyover is still under the custody of the BDA, they approached us. We have cleared all the bushes under the flyover and in the mini-forest too. We have installed street lights as well,” said a senior BDA official.BDA executed the work in the last two days (Tuesday and Wednesday). There is also a plan to deploy security guards under the flyover and in the mini-forest patch near the Kempegowda statue.The BDA will thereafter beautify the area with lawns so that people come for walks. “The idea is that once people start frequenting the place, illegal activities will stop. Since it is en route to the international airport, such occurrences are a blot on the reputation of the city. To make the place look more attractive, public utility services and an amusement park will be introduced in the mini-forest. The area below the flyover will be landscaped as well,” the official added.Around three years ago, BDA started landscaping the area under the flyover. But it did not take off because it was decided to add loops to the flyover.	BDA,Hebbal Flyover,	 Dec 06 2018
